url,section,subsection,template,templateName,disposition
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-expands-maternity-services-on-maui","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/national-health-care-leaders-commit-to-support-public-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-of-georgia-unveils-advanced-diagnostic-imaging","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-and-town-hall-ventures-launch-habitat-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/top-oakland-business-leaders-collaborate-on-10-million-plan-to-add-safety-measures-in-downtown-oakland","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/risant-health-completes-acquisition-of-geisinger","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-of-hawaii-welcomes-ed-chan","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/launching-the-food-is-medicine-center-of-excellence","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/two-physicians-celebrated-for-volunteerism","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/50m-renovation-of-cumberland-medical-center","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-names-new-enterprise-strategy--business-develo","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/air-quality-program-expands-with-kaiser-permanente-grant","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-receives-top-mark-for-patient-safety","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/4-million-committed-to-mental-health-workforce","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/increasing-access-to-mental-health-care-across-hawaii","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-opens-mom-and-newborn-center-on-maui","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/advanced-recognition-for-quality-care-and-equity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-hospitals-rated-among-best-in-nation","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-launches-home-health-agency-on-hawaii-island","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanentes-mobile-health-vehicle-returns-to-oahu","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/student-built-website-promotes-local-careers-in-health-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-improves-member-experience-with-ai-enabled-clinical-technology","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/announcing-a-new-strategic-relationship-with-commonspirit-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/national-quality-report-kaiser-permanente-plans-rated-highest-in-all-regions-served","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanding-our-relationship-with-hca-healthone-in-colorado","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2025-medicare-star-ratings-kaiser-permanente-health-plans-highly-rated-by-cms","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-partners-with-atlanta-hawks-to-promote-health-","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-named-highest-rated-medicare-health-plan-in-hawaii","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2025-rose-parade-float-theme-more-healthy-days-for-more-healthy-years","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/risant-health-closes-cone-health-transaction","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/portland-hospitals-best-for-maternity-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grants-fight-food-insecurity-seniors","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2025-rose-parade-float-participants-include-special-olympics-athletes","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2025-rose-parade-float-wins-wrigley-legacy-award","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-names-corwin-harper-president-of-georgia-region","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-names-wendy-watson-president-northwest-region","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/junior-volunteer-and-internship-programs-promote-local-careers-i","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/shari-hofer-joins-kaiser-foundation-health-plan-of-washington-bo","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-foundation-health-plan-hospitals-risant-health-report-2024-financial-results","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/lahaina-clinic-staff-honored-volunteerism","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/ms-care-leader-recognized-for-vision-and-expertise","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-announces-new-hospital-tower-at-sunnyside-medical-center","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/pioneering-renewable-energy-solutions","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/neil-cowles-named-chief-information-and-technology-officer","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/maui-students-gain-hands-skills-career-exploration-day","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/sunnyside-medical-cardiac-surgery-award-10-years","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-national-union-healthcare-workers-reach-tentative-agreement","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-expands-health-care-access-coweta-county","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-on-newsweeks-best-maternity-hospitals-list","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/project-search-graduates-moanalua-medical-center","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-opens-new-expansion-at-everett-medical-center","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/cynthia-dold-named-president-of-washington-market","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2023-rose-parade-float-showcases-all-of-us-for-all-of-you","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2022-rose-parade-float-wins-theme-award","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/80k-grant-to-advance-the-health-equity-of-pacific-islanders","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/accelerating-health-cares-digital-transformation","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/addressing-homelessness-and-changing-lives","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/addressing-housing-insecurity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/addressing-social-isolation-in-the-northwest","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/addressing-the-shortage-of-licensed-practical-nurses","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/alternative-to-using-race-in-kidney-function-test-found","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/announcing-new-chief-compliance-and-privacy-officer","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/announcing-the-common-health-coalition","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/colon-cancer-screening-can-erase-disparities-in-outcomes","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/colorado-schools-receive-support-to-improve-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/carrie-owen-plietz-named-president-northern-california-region","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/dr-patricia-egwuatu-named-to-psbj-40-under-40-list","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/depression-screening-breast-cancer-patients-jama","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/decarbonizing-the-health-care-sector","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/coronavirus-may-double-severe-complications-in-pregnancy","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/consumer-tech-leader-vivek-sharma-joins-boards-of-directors","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/strengthening-Hawaiis-food-supply","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/star-power-named-among-nations-best-medicare-health-plans","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/extending-mental-health-support-in-schools-","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/emotional-support-coaching-from-ginger-now-available","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/employees-celebrated-for-volunteerism","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/excellence-in-cancer-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanded-gun-violence-prevention-efforts","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanding-economic-opportunity-for-hawaii-small-businesses","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanding-food-program-for-severely-ill-coloradans","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanding-medi-cal-enrollment-improving-quality","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/expanding-support-for-housing-stability","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/new-approach-reduces-colon-cancer-deaths","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/fewer-hospitalizations-for-home-based-cardiac-rehab-patients","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grant-improves-housing-stability-and-advances-health-equity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grant-strengthens-financial-health-of-local-organizations","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grant-to-fund-regional-health-care-career-opportunities","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grants-help-spur-economic-opportunity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/first-kaiser-permanente-babies-born-at-hca-healthone-rose","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/parker-opening-kicks-off-new-chapter-colorado","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/high-quality-care-for-hawaii-mothers-and-babies","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kp-is-highest-rated-medicare-health-plan-in-hawaii","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grants-increase-access-to-mental-health-programs-for-youth","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grants-to-address-health-and-housing-insecurity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/grants-totaling-over-122000-address-food-security","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/paul-minardi-md-named-evp-enterprise-clinical-integration-growth","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/health-policy-grants-awarded","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/helping-patients-with-addiction-tackle-their-health-needs","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/home-hospice-care-service-launched","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/improving-financial-literacy","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/improving-maternal-and-child-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/improving-nutrition-reducing-hunger-advancing-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/improving-school-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/improving-the-health-of-the-community","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/increased-health-care-use-among-patients-after-covid19","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/increasing-access-to-health-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/increasing-community-resilience-with-disaster-readiness","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/initiative-improves-mental-health-in-gaming-community","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/is-blood-pressure-reading-more-accurate-at-home-or-clinic","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/health-care-scholarships-available0","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kahuku-clinic-reopens","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-and-medical-teams-launch-mobile-services","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/andrew-bindman-md-named-evp-and-chief-medical-officer","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/large-study-of-thoracic-aortic-aneurysm-backs-guidelines","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/leading-ct-technology-now-at-moanalua-medical-center","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/low-stroke-risk-in-patients-with-very-narrowed-neck-arteries","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/making-care-more-convenient","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/medicare-advantage-plan-earns-top-rank","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-named-lgbtq--healthcare-equity-leader","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-recognized-for-cardiovascular-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-recognized-for-obstetrics-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/more-exercise-linked-to-less-severe-covid-19-outcomes","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/cone-health-to-become-part-of-risant-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/addressing-health-and-housing-insecurity","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/helping-provide-teens-a-brighter-future","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/honored-for-medication-quality-excellence","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/leadership-and-innovation-to-prevent-gun-injuries-and-deaths","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/medical-assistants-help-close-virtual-visit-digital-divide","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-recognized-as-high-performing-hospital","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-commits-25m-to-center-for-gun-violence-research-and-education","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-commits-up-to-10-million-to-denver-health","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/local-teens-join-neighbor-island-medical-scholars-program","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-hospitals-named-among-best-in-nation","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/nationally-recognized-for-high-quality-cardiovascular-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/jeff-Krawcek-md-named-evp-ceo-kp-medical-foundation","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/craig-albanese-joins-as-president-integrated-care-coverage","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-launches-in-nevada-in-2026","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/kaiser-permanente-nations-best-treatment-prevention-patient-experiences","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/moanalua-medical-center-40-years-of-excellence-health-care","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/2026-medicare-star-ratings-kaiser-permanente-health-plans-earn-high-ratings","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/50000-grant-homeless-at-risk-veterans","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/strengthening-food-security-across-islands","news","press-release-archive","A2","News article / press release","migrate"
"https://about.kaiserpermanente.org/news/press-release-archive/carrie-owen-plietz-named-group-svp-coo-care-delivery","news","press-release-archive","A2","News article / press release","migrate"
